book_id,authors,year,title,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
246,"P.C. Cast, Kristin Cast",2007,"Marked (House of Night, #1)",3.79,360044,21547,34170,81486,97982,135835,https://images.gr-assets.com/books/1317067002m/30183.jpg,https://images.gr-assets.com/books/1317067002s/30183.jpg
194,"Herman Melville, Andrew Delbanco, Tom Quirk",1851,"Moby-Dick or, The Whale",3.46,358050,35983,52601,103625,102432,103322,https://images.gr-assets.com/books/1327940656m/153747.jpg,https://images.gr-assets.com/books/1327940656s/153747.jpg
237,Stephen King,1974,Carrie,3.93,356814,4564,19479,96352,136054,121201,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
254,Maggie Stiefvater,2009,"Shiver (The Wolves of Mercy Falls, #1)",3.78,356625,17815,35108,86129,105099,126660,https://images.gr-assets.com/books/1409283154m/6068551.jpg,https://images.gr-assets.com/books/1409283154s/6068551.jpg
193,Malcolm Gladwell,2008,Outliers: The Story of Success,4.11,353011,4494,12545,62510,148978,140599,https://images.gr-assets.com/books/1344266315m/3228917.jpg,https://images.gr-assets.com/books/1344266315s/3228917.jpg
209,Thomas Harris,1988,"The Silence of the Lambs  (Hannibal Lecter, #2)",4.14,351107,10268,12845,55427,123652,163920,https://images.gr-assets.com/books/1390426249m/23807.jpg,https://images.gr-assets.com/books/1390426249s/23807.jpg
215,Ernest Cline,2011,Ready Player One,4.31,349423,5150,12928,48285,134107,221349,https://images.gr-assets.com/books/1500930947m/9969571.jpg,https://images.gr-assets.com/books/1500930947s/9969571.jpg
211,Malcolm Gladwell,2005,Blink: The Power of Thinking Without Thinking,3.89,348196,6804,20128,85934,139947,107525,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
212,Ian McEwan,2001,Atonement,3.88,347006,11473,25462,77135,134788,116800,https://images.gr-assets.com/books/1320449708m/6867.jpg,https://images.gr-assets.com/books/1320449708s/6867.jpg
257,"Jane Carruth, Lewis Carroll, Rene Cloke",1865,Alice in Wonderland,4.03,343252,7467,18101,70170,109730,137803,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
309,Cassandra Clare,2011,"City of Fallen Angels (The Mortal Instruments, #4)",4.16,341826,4306,16000,64499,120426,167936,https://images.gr-assets.com/books/1369452302m/6752378.jpg,https://images.gr-assets.com/books/1369452302s/6752378.jpg
229,"Lewis Carroll, John Tenniel, Martin Gardner",1865,Alice's Adventures in Wonderland & Through the Looking-Glass,4.06,340920,5294,17482,76985,127906,149523,https://images.gr-assets.com/books/1327872220m/24213.jpg,https://images.gr-assets.com/books/1327872220s/24213.jpg
324,Rainbow Rowell,2013,Fangirl,4.12,340379,8626,16973,60097,121431,164603,https://images.gr-assets.com/books/1499565420m/16068905.jpg,https://images.gr-assets.com/books/1499565420s/16068905.jpg
263,Gail Carson Levine,1997,Ella Enchanted,3.97,339117,6619,20066,80272,110568,128224,https://images.gr-assets.com/books/1410727190m/24337.jpg,https://images.gr-assets.com/books/1410727190s/24337.jpg
245,Katherine Paterson,1977,Bridge to Terabithia,3.98,337644,8287,20081,74409,119504,131193,https://images.gr-assets.com/books/1327880087m/2839.jpg,https://images.gr-assets.com/books/1327880087s/2839.jpg
243,Stephen King,1987,Misery,4.11,334647,4302,12725,64835,128990,141351,https://images.gr-assets.com/books/1270545451m/10614.jpg,https://images.gr-assets.com/books/1270545451s/10614.jpg
248,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",1595,A Midsummer Night's Dream,3.94,334241,5598,20498,84388,130051,120975,https://images.gr-assets.com/books/1327874534m/1622.jpg,https://images.gr-assets.com/books/1327874534s/1622.jpg
241,Lois Lowry,1989,Number the Stars,4.11,333638,3797,12794,63919,123296,138559,https://images.gr-assets.com/books/1370917812m/47281.jpg,https://images.gr-assets.com/books/1370917812s/47281.jpg
226,Gillian Flynn,2009,Dark Places,3.92,333452,5169,17975,89242,165108,109113,https://images.gr-assets.com/books/1354988288m/5886881.jpg,https://images.gr-assets.com/books/1354988288s/5886881.jpg
232,Stephen King,1982,"The Gunslinger (The Dark Tower, #1)",3.99,332494,9958,24111,72736,112895,146677,https://images.gr-assets.com/books/1375776480m/43615.jpg,https://images.gr-assets.com/books/1375776480s/43615.jpg
216,Garth Stein,2006,The Art of Racing in the Rain,4.19,327409,4808,13901,53780,118166,163664,https://images.gr-assets.com/books/1377206302m/3153910.jpg,https://images.gr-assets.com/books/1377206302s/3153910.jpg
222,Robert Ludlum,1980,"The Bourne Identity (Jason Bourne, #1)",3.98,327122,10266,17695,65161,118463,124627,https://images.gr-assets.com/books/1335860740m/7869.jpg,https://images.gr-assets.com/books/1335860740s/7869.jpg
228,"Emma McLaughlin, Nicola Kraus",2002,"The Nanny Diaries (Nanny, #1)",3.4,323762,17006,43014,116021,95951,56081,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
131,John Steinbeck,1939,The Grapes of Wrath,3.92,322321,23552,40261,103475,173589,212475,https://images.gr-assets.com/books/1352912927m/4395.jpg,https://images.gr-assets.com/books/1352912927s/4395.jpg
225,John Steinbeck,1952,East of Eden,4.35,320919,4183,9409,39153,96741,187196,https://images.gr-assets.com/books/1441547516m/4406.jpg,https://images.gr-assets.com/books/1441547516s/4406.jpg
227,John Grisham,1993,The Client,3.97,320083,2530,12566,79176,129019,102372,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
282,Neil Gaiman,2002,Coraline,4.03,316379,7078,15010,67188,126167,128187,https://images.gr-assets.com/books/1493497435m/17061.jpg,https://images.gr-assets.com/books/1493497435s/17061.jpg
247,Stephen R. Covey,1989,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,4.05,314700,9038,17041,61036,109359,137410,https://images.gr-assets.com/books/1421842784m/36072.jpg,https://images.gr-assets.com/books/1421842784s/36072.jpg
251,Dr. Seuss,1957,The Cat in the Hat,4.15,314016,6179,14497,57850,85944,152712,https://images.gr-assets.com/books/1468890477m/233093.jpg,https://images.gr-assets.com/books/1468890477s/233093.jpg
271,Daniel Keyes,1966,Flowers for Algernon,4.07,313044,4223,14882,65106,122462,129526,https://images.gr-assets.com/books/1367141311m/18373.jpg,https://images.gr-assets.com/books/1367141311s/18373.jpg
239,Max Brooks,2006,World War Z: An Oral History of the Zombie War,4.01,312969,7680,19887,65570,121537,130475,https://images.gr-assets.com/books/1386328204m/8908.jpg,https://images.gr-assets.com/books/1386328204s/8908.jpg
275,John Green,2006,An Abundance of Katherines,3.63,312754,14225,36867,98115,111740,86477,https://images.gr-assets.com/books/1360206426m/49750.jpg,https://images.gr-assets.com/books/1360206426s/49750.jpg
231,Tatiana de Rosnay,2007,Sarah's Key,4.14,312444,3865,12684,55760,134748,140574,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
221,Dave Pelzer,1995,"A Child Called ""It"" (Dave Pelzer #1)",4.08,311543,7819,16453,57341,98786,140899,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
242,James Patterson,1993,"Along Came a Spider (Alex Cross, #1)",4.08,311499,4281,10929,61630,118236,122955,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
217,"Erik Larson, Tony Goldwyn",2003,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",3.98,309385,6687,18709,69012,135360,120839,https://images.gr-assets.com/books/1312066724m/21996.jpg,https://images.gr-assets.com/books/1312066724s/21996.jpg
351,Cassandra Clare,2011,"Clockwork Prince (The Infernal Devices, #2)",4.46,307994,3420,6235,29508,85633,203223,https://images.gr-assets.com/books/1460477747m/10025305.jpg,https://images.gr-assets.com/books/1460477747s/10025305.jpg
292,"C.S. Lewis, Pauline Baynes",1951,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",4.08,306492,2658,12490,69089,112121,128906,https://images.gr-assets.com/books/1343185059m/140225.jpg,https://images.gr-assets.com/books/1343185059s/140225.jpg
262,Liane Moriarty,2014,Big Little Lies,4.2,306186,3775,7865,49115,159494,151184,https://images.gr-assets.com/books/1492239430m/19486412.jpg,https://images.gr-assets.com/books/1492239430s/19486412.jpg
259,James Dashner,2010,"The Scorch Trials (Maze Runner, #2)",3.93,305643,5525,21370,79458,124458,115496,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
312,"Neil Gaiman, Dave McKean",2008,The Graveyard Book,4.12,302303,5515,12566,53668,120830,132872,https://images.gr-assets.com/books/1303859949m/2213661.jpg,https://images.gr-assets.com/books/1303859949s/2213661.jpg
319,Cassandra Clare,2012,"City of Lost Souls (The Mortal Instruments, #5)",4.3,300553,3341,10329,43333,97947,172919,https://images.gr-assets.com/books/1460477703m/8755776.jpg,https://images.gr-assets.com/books/1460477703s/8755776.jpg
327,Marie Lu,2011,"Legend (Legend, #1)",4.19,299998,5069,11608,48677,106122,146996,https://images.gr-assets.com/books/1501368160m/9275658.jpg,https://images.gr-assets.com/books/1501368160s/9275658.jpg
294,Rick Riordan,2011,"The Son of Neptune (The Heroes of Olympus, #2)",4.44,299980,1773,4666,30788,93611,185962,https://images.gr-assets.com/books/1464201114m/9520360.jpg,https://images.gr-assets.com/books/1464201114s/9520360.jpg
283,"Terry Pratchett, Neil Gaiman",1990,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",4.25,298304,4991,10988,44804,101159,164431,https://images.gr-assets.com/books/1392528568m/12067.jpg,https://images.gr-assets.com/books/1392528568s/12067.jpg
278,Shel Silverstein,1981,A Light in the Attic,4.34,297861,3585,7593,38923,85051,169362,https://images.gr-assets.com/books/1427169918m/30118.jpg,https://images.gr-assets.com/books/1427169918s/30118.jpg
253,"Robert Galbraith, J.K. Rowling",2013,"The Cuckoo's Calling (Cormoran Strike, #1)",3.83,297712,9729,20151,79290,138955,92370,https://images.gr-assets.com/books/1358716559m/16160797.jpg,https://images.gr-assets.com/books/1358716559s/16160797.jpg
172,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",1877,Anna Karenina,4.02,297472,11738,26945,88365,158179,187569,https://images.gr-assets.com/books/1352422904m/15823480.jpg,https://images.gr-assets.com/books/1352422904s/15823480.jpg
296,Eric Carle,1969,The Very Hungry Caterpillar Board Book,4.29,296952,5801,11214,43549,73389,170575,https://images.gr-assets.com/books/1327878225m/4948.jpg,https://images.gr-assets.com/books/1327878225s/4948.jpg
249,Jonathan Safran Foer,2005,Extremely Loud and Incredibly Close,3.97,294726,8847,20556,61303,109008,119402,https://images.gr-assets.com/books/1327879967m/4588.jpg,https://images.gr-assets.com/books/1327879967s/4588.jpg
268,Kazuo Ishiguro,2005,Never Let Me Go,3.8,294123,9081,26036,78203,118163,92144,https://images.gr-assets.com/books/1353048590m/6334.jpg,https://images.gr-assets.com/books/1353048590s/6334.jpg
238,Augusten Burroughs,2002,Running with Scissors,3.7,293878,13569,27249,78405,105786,81379,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
277,Neil Gaiman,2013,The Ocean at the End of the Lane,3.99,293844,7038,18089,64714,127761,118649,https://images.gr-assets.com/books/1497098563m/15783514.jpg,https://images.gr-assets.com/books/1497098563s/15783514.jpg
176,Stephen King,1986,It,4.18,292592,8464,19610,75841,148672,226794,https://images.gr-assets.com/books/1309376909m/18342.jpg,https://images.gr-assets.com/books/1309376909s/18342.jpg
289,Richard Adams,1972,"Watership Down (Watership Down, #1)",4.05,292426,9158,15767,52906,102093,128449,https://images.gr-assets.com/books/1405136931m/76620.jpg,https://images.gr-assets.com/books/1405136931s/76620.jpg
265,Betty  Smith,1943,A Tree Grows in Brooklyn,4.24,291909,3693,9667,43734,103879,148027,https://images.gr-assets.com/books/1327883484m/14891.jpg,https://images.gr-assets.com/books/1327883484s/14891.jpg
236,Jon Krakauer,1997,Into Thin Air: A Personal Account of the Mount Everest Disaster,4.11,291258,8041,10286,46060,112601,124605,https://images.gr-assets.com/books/1463384482m/1898.jpg,https://images.gr-assets.com/books/1463384482s/1898.jpg
290,Mindy Kaling,2011,Is Everyone Hanging Out Without Me? (And Other Concerns),3.84,290674,6438,18856,81229,117248,89160,https://images.gr-assets.com/books/1443264638m/10335308.jpg,https://images.gr-assets.com/books/1443264638s/10335308.jpg
281,John Grisham,1992,The Pelican Brief,3.95,288376,2362,12423,73587,116438,91358,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
240,Dan Brown,2013,"Inferno (Robert Langdon, #4)",3.8,287533,7261,26077,89237,128374,94611,https://images.gr-assets.com/books/1397093185m/17212231.jpg,https://images.gr-assets.com/books/1397093185s/17212231.jpg
300,John Boyne,2006,The Boy in the Striped Pajamas,4.1,285692,5297,13562,54987,121193,130362,https://images.gr-assets.com/books/1366228171m/39999.jpg,https://images.gr-assets.com/books/1366228171s/39999.jpg
314,"Cornelia Funke, Anthea Bell",2003,"Inkheart (Inkworld, #1)",3.86,285011,8524,22966,71494,98625,99805,https://images.gr-assets.com/books/1328866790m/28194.jpg,https://images.gr-assets.com/books/1328866790s/28194.jpg
264,Ernest Hemingway,1926,The Sun Also Rises,3.83,284988,9602,23682,70004,105785,94044,https://images.gr-assets.com/books/1331828228m/3876.jpg,https://images.gr-assets.com/books/1331828228s/3876.jpg
399,J.K. Rowling,2007,The Tales of Beedle the Bard,4.06,284833,3019,15025,69367,103350,128346,https://images.gr-assets.com/books/1373467575m/3950967.jpg,https://images.gr-assets.com/books/1373467575s/3950967.jpg
233,"Gabriel García Márquez, Edith Grossman",1985,Love in the Time of Cholera,3.89,283806,11450,23825,65668,110544,111974,https://images.gr-assets.com/books/1327124987m/9712.jpg,https://images.gr-assets.com/books/1327124987s/9712.jpg
256,"Greg Mortenson, David Oliver Relin",2006,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,3.64,283516,14371,27844,77127,97820,71358,https://images.gr-assets.com/books/1395407074m/49436.jpg,https://images.gr-assets.com/books/1395407074s/49436.jpg
255,"Ayn Rand, Leonard Peikoff",1957,Atlas Shrugged,3.68,283295,30901,27442,53762,78744,105796,https://images.gr-assets.com/books/1405868167m/662.jpg,https://images.gr-assets.com/books/1405868167s/662.jpg
260,Dale Carnegie,1936,How to Win Friends and Influence People,4.13,282623,6734,13880,50529,94743,139551,https://images.gr-assets.com/books/1442726934m/4865.jpg,https://images.gr-assets.com/books/1442726934s/4865.jpg
355,Kristin Cashore,2008,"Graceling (Graceling Realm, #1)",4.1,281185,6773,13946,48894,99939,127078,https://images.gr-assets.com/books/1331548394m/3236307.jpg,https://images.gr-assets.com/books/1331548394s/3236307.jpg
273,Lisa See,2005,Snow Flower and the Secret Fan,4.05,280475,3268,11286,56005,116178,103923,https://images.gr-assets.com/books/1327880508m/1103.jpg,https://images.gr-assets.com/books/1327880508s/1103.jpg
276,Isaac Asimov,1951,Foundation (Foundation #1),4.13,279688,7697,12471,47251,97583,132586,https://images.gr-assets.com/books/1417900846m/29579.jpg,https://images.gr-assets.com/books/1417900846s/29579.jpg
261,Frances Mayes,1996,Under the Tuscan Sun,3.72,279264,12008,22882,74910,93439,78597,https://images.gr-assets.com/books/1320524083m/480479.jpg,https://images.gr-assets.com/books/1320524083s/480479.jpg
308,Sophie Kinsella,2003,Can You Keep a Secret?,3.83,278747,8003,19319,76244,101810,88425,https://images.gr-assets.com/books/1330464293m/33724.jpg,https://images.gr-assets.com/books/1330464293s/33724.jpg
428,Rick Riordan,2012,"The Mark of Athena (The Heroes of Olympus, #3)",4.47,277491,2771,4480,26318,77876,182141,https://images.gr-assets.com/books/1464201354m/12127750.jpg,https://images.gr-assets.com/books/1464201354s/12127750.jpg
298,"H.G. Wells, Greg Bear, Carlo Pagetti",1895,The Time Machine,3.87,276076,3570,16119,81773,118129,84139,https://images.gr-assets.com/books/1327942880m/2493.jpg,https://images.gr-assets.com/books/1327942880s/2493.jpg
356,"Lemony Snicket, Brett Helquist",1999,"The Bad Beginning (A Series of Unfortunate Events, #1)",3.89,275670,6701,18612,70767,102585,96359,https://images.gr-assets.com/books/1490085391m/78411.jpg,https://images.gr-assets.com/books/1490085391s/78411.jpg
393,Sarah J. Maas,2012,"Throne of Glass (Throne of Glass, #1)",4.24,274987,8471,12115,41710,96202,169367,https://images.gr-assets.com/books/1495278054m/7896527.jpg,https://images.gr-assets.com/books/1495278054s/7896527.jpg
266,James Patterson,1995,"Kiss the Girls (Alex Cross, #2)",3.93,274639,10518,14558,58296,95980,99764,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
348,E. Lockhart,2014,We Were Liars,3.85,273442,9074,22616,68468,102385,96237,https://images.gr-assets.com/books/1402749479m/16143347.jpg,https://images.gr-assets.com/books/1402749479s/16143347.jpg
163,Rick Riordan,2010,"The Lost Hero (The Heroes of Olympus, #1)",4.35,271576,5020,11267,58590,148498,266120,https://images.gr-assets.com/books/1464201003m/7736182.jpg,https://images.gr-assets.com/books/1464201003s/7736182.jpg
317,Maya Angelou,1969,I Know Why the Caged Bird Sings,4.19,270859,4969,9937,42472,95531,131539,https://images.gr-assets.com/books/1327957927m/13214.jpg,https://images.gr-assets.com/books/1327957927s/13214.jpg
279,"John Tiffany, Jack Thorne, J.K. Rowling",2016,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",3.75,270603,15828,35842,96395,133156,116552,https://images.gr-assets.com/books/1470082995m/29056083.jpg,https://images.gr-assets.com/books/1470082995s/29056083.jpg
335,"Roald Dahl, Quentin Blake",1961,James and the Giant Peach,3.99,270402,4235,13199,65762,104078,102463,https://images.gr-assets.com/books/1320412586m/6689.jpg,https://images.gr-assets.com/books/1320412586s/6689.jpg
288,Tom Clancy,1984,"The Hunt for Red October (Jack Ryan Universe, #4)",4.01,270318,9470,13707,49906,95296,109876,https://images.gr-assets.com/books/1281995542m/19691.jpg,https://images.gr-assets.com/books/1281995542s/19691.jpg
321,Wilson Rawls,1961,Where the Red Fern Grows,4.04,268548,6585,15232,53560,89699,115103,https://images.gr-assets.com/books/1166154337m/10365.jpg,https://images.gr-assets.com/books/1166154337s/10365.jpg
332,C.S. Lewis,1953,"The Magician's Nephew (Chronicles of Narnia, #6)",4.01,268355,3168,14602,69051,105375,111374,https://images.gr-assets.com/books/1308814770m/65605.jpg,https://images.gr-assets.com/books/1308814770s/65605.jpg
322,Neil Gaiman,1996,Neverwhere,4.18,268318,3126,9628,46996,113506,128484,https://images.gr-assets.com/books/1348747943m/14497.jpg,https://images.gr-assets.com/books/1348747943s/14497.jpg
293,Robert Louis Stevenson,1882,Treasure Island,3.82,268012,5349,19127,86487,114968,84584,https://images.gr-assets.com/books/1485248909m/295.jpg,https://images.gr-assets.com/books/1485248909s/295.jpg
286,Nicholas Sparks,2008,The Lucky One,4.1,267166,3661,11792,54208,94613,117049,https://images.gr-assets.com/books/1420816338m/3063499.jpg,https://images.gr-assets.com/books/1420816338s/3063499.jpg
394,Richelle Mead,2008,"Shadow Kiss (Vampire Academy, #3)",4.37,266742,2876,6532,32789,78293,158473,https://images.gr-assets.com/books/1361099049m/2802316.jpg,https://images.gr-assets.com/books/1361099049s/2802316.jpg
258,"Carlos Ruiz Zafón, Lucia Graves",2001,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",4.24,263685,4789,11769,42214,101612,157170,https://images.gr-assets.com/books/1344545047m/1232.jpg,https://images.gr-assets.com/books/1344545047s/1232.jpg
272,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989,Like Water for Chocolate,3.94,263199,8887,15941,60147,100011,100483,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
269,Cecelia Ahern,2003,P.S. I Love You,4.01,262921,7027,16336,56951,90089,113010,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
330,Robert Jordan,1990,"The Eye of the World (Wheel of Time, #1)",4.18,260184,6163,11298,38946,88024,128552,https://images.gr-assets.com/books/1337818095m/228665.jpg,https://images.gr-assets.com/books/1337818095s/228665.jpg
452,Rick Yancey,2013,"The 5th Wave (The 5th Wave, #1)",4.1,260048,6176,13097,47631,98816,121820,https://images.gr-assets.com/books/1359853842m/16101128.jpg,https://images.gr-assets.com/books/1359853842s/16101128.jpg
306,Wally Lamb,1992,She's Come Undone,3.84,259576,10224,20064,59412,91423,87801,https://images.gr-assets.com/books/1408313457m/5203.jpg,https://images.gr-assets.com/books/1408313457s/5203.jpg
363,Stephanie Perkins,2010,"Anna and the French Kiss (Anna and the French Kiss, #1)",4.08,259479,10602,14781,46011,84323,129627,https://images.gr-assets.com/books/1358271931m/6936382.jpg,https://images.gr-assets.com/books/1358271931s/6936382.jpg
295,Stephen King,2011,11/22/63,4.29,258464,2927,7649,35500,109392,147589,https://images.gr-assets.com/books/1327876792m/10644930.jpg,https://images.gr-assets.com/books/1327876792s/10644930.jpg
291,Abraham Verghese,2009,Cutting for Stone,4.28,258319,4586,9249,32671,91293,143280,https://images.gr-assets.com/books/1327931601m/3591262.jpg,https://images.gr-assets.com/books/1327931601s/3591262.jpg
358,Dr. Seuss,1990,"Oh, The Places You'll Go!",4.34,257260,3615,8150,33869,63795,150573,https://images.gr-assets.com/books/1421708635m/191139.jpg,https://images.gr-assets.com/books/1421708635s/191139.jpg
280,Lauren Oliver,2011,"Delirium (Delirium, #1)",3.99,256975,8868,21223,68789,117580,135938,https://images.gr-assets.com/books/1327890411m/11614718.jpg,https://images.gr-assets.com/books/1327890411s/11614718.jpg
384,Richelle Mead,2008,"Frostbite (Vampire Academy, #2)",4.3,256745,2851,7224,36392,84199,139399,https://images.gr-assets.com/books/1361098960m/2282133.jpg,https://images.gr-assets.com/books/1361098960s/2282133.jpg
274,"Mario Puzo, Robert Thompson, Peter Bart",1969,The Godfather,4.36,256480,2930,5985,30009,83730,147732,https://images.gr-assets.com/books/1394988109m/22034.jpg,https://images.gr-assets.com/books/1394988109s/22034.jpg
305,Stephen King,1983,Pet Sematary,3.91,256383,4584,17315,73475,102744,95635,https://images.gr-assets.com/books/1308894674m/10583.jpg,https://images.gr-assets.com/books/1308894674s/10583.jpg
311,Colleen McCullough,1977,The Thorn Birds,4.22,255651,2889,9117,42299,85531,126990,https://images.gr-assets.com/books/1391416796m/3412.jpg,https://images.gr-assets.com/books/1391416796s/3412.jpg
301,Joseph Conrad,1899,Heart of Darkness,3.42,255576,25591,42946,84433,88608,66813,https://images.gr-assets.com/books/1392799983m/4900.jpg,https://images.gr-assets.com/books/1392799983s/4900.jpg
302,Nicholas Sparks,2010,Safe Haven,4.19,255531,3010,9496,45461,91240,125767,https://images.gr-assets.com/books/1344268800m/7812659.jpg,https://images.gr-assets.com/books/1344268800s/7812659.jpg
392,Jeff Kinney,2004,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",3.96,254852,10196,18564,53471,69722,111316,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
267,Kristin Hannah,2015,The Nightingale,4.54,253606,2829,4913,20612,82844,215817,https://images.gr-assets.com/books/1451446316m/21853621.jpg,https://images.gr-assets.com/books/1451446316s/21853621.jpg
340,Pittacus Lore,2010,"I Am Number Four (Lorien Legacies, #1)",3.94,253437,6538,17766,58268,90409,97214,https://images.gr-assets.com/books/1305807140m/7747374.jpg,https://images.gr-assets.com/books/1305807140s/7747374.jpg
334,Sylvia Day,2012,"Reflected in You (Crossfire, #2)",4.33,252564,2923,8651,33911,74587,147536,https://images.gr-assets.com/books/1477802540m/13596809.jpg,https://images.gr-assets.com/books/1477802540s/13596809.jpg
285,Graeme Simsion,2013,"The Rosie Project (Don Tillman, #1)",4.01,251703,4544,11558,57792,133951,97664,https://images.gr-assets.com/books/1371651741m/16181775.jpg,https://images.gr-assets.com/books/1371651741s/16181775.jpg
352,Amy Poehler,2014,Yes Please,3.81,251082,8886,19000,69227,96483,80627,https://images.gr-assets.com/books/1402815435m/20910157.jpg,https://images.gr-assets.com/books/1402815435s/20910157.jpg
364,Dr. Seuss,1957,How the Grinch Stole Christmas!,4.36,250602,3438,7227,32673,63395,149394,https://images.gr-assets.com/books/1327958149m/113946.jpg,https://images.gr-assets.com/books/1327958149s/113946.jpg
347,C.S. Lewis,1951,"Prince Caspian (Chronicles of Narnia, #2)",3.96,250221,2399,12145,68026,101461,89038,https://images.gr-assets.com/books/1308814880m/121749.jpg,https://images.gr-assets.com/books/1308814880s/121749.jpg
316,Bill Bryson,1997,A Walk in the Woods,4.05,250192,3553,10293,50487,104690,95426,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
345,Christopher Paolini,2005,"Eldest (The Inheritance Cycle, #2)",3.96,250000,5483,16680,58948,95907,97041,https://images.gr-assets.com/books/1387119654m/45978.jpg,https://images.gr-assets.com/books/1387119654s/45978.jpg
357,"Erich Maria Remarque, A.W. Wheen",1929,All Quiet on the Western Front,3.92,249113,7646,17740,55908,90874,93621,https://images.gr-assets.com/books/1441227765m/355697.jpg,https://images.gr-assets.com/books/1441227765s/355697.jpg
310,Jennifer Weiner,2001,"Good in Bed (Cannie Shapiro, #1)",3.7,248804,12137,20336,66587,84488,68757,https://images.gr-assets.com/books/1327936464m/14748.jpg,https://images.gr-assets.com/books/1327936464s/14748.jpg
210,Richelle Mead,2007,"Vampire Academy (Vampire Academy, #1)",4.14,248283,12535,22043,73357,129382,217834,https://images.gr-assets.com/books/1361098973m/345627.jpg,https://images.gr-assets.com/books/1361098973s/345627.jpg
346,"L. Frank Baum, W.W. Denslow",1900,"The Wonderful Wizard of Oz (Oz, #1)",3.98,247521,4197,13653,65910,95948,99692,https://images.gr-assets.com/books/1398003737m/236093.jpg,https://images.gr-assets.com/books/1398003737s/236093.jpg
304,Wally Lamb,1998,I Know This Much Is True,4.17,246917,4430,9972,39899,86909,116398,https://images.gr-assets.com/books/1373532198m/227711.jpg,https://images.gr-assets.com/books/1373532198s/227711.jpg
